;Code;City;Region;County;FeatureVectorGlobal;RegionFeatureVectorGlobal
640;641;Кондопога;Karelia;Kondopozhskiy;"[ 0.          0.59857468  0.          0.          0.          0.
  0.          0.80106701  0.          0.          0.          0.
  0.          0.04891244 -0.          0.5702843  -0.          0.58001636
  0.05696066 -0.         -0.          1.23103341  0.71069175  1.14655442
  2.30522999  0.47201747 -0.         -0.        ]";[0.23531517865424773, 0.6423442317364415, 0.02116422279108139, 0.0, 0.06331987833596386, 0.0, 0.08310816862638842, 0.5168826910852492, 0.0, 0.00897603365876731, 0.012910494317131867, 0.0, 0.0, 0.18394519529491962, 0.09448733506326873, 0.3190237893348983, 0.08002335513476105, 0.3119818123705385, 0.3022832250397199, 0.24004122250953205, 0.0942039072431815, 0.7746232224196831, 0.6015703020225472, 0.9196977810354283, 1.3150743654205086, 0.413612961118972, 0.1788799027898997, 0.12595793030762803]
641;642;Оренбург;Orenburg;Orenburg;"[ 0.4367379   0.51494643  0.25238434  0.17980223  0.25238434  0.14248989
  0.38189342  0.44950557  0.08990111  0.08990111  0.          0.
  0.          0.10420016  0.24195412 -0.         -0.         -0.
  0.32637932  0.26231539 -0.         -0.         -0.          0.08882585
 -0.         -0.          0.10691327 -0.        ]";[0.17783094472946614, 0.6172471261020464, 0.06309608382085273, 0.04495055707071587, 0.28682542613290885, 0.06994570804405476, 0.12979658843490435, 0.603631927307314, 0.022475278535357936, 0.07687631791883656, 0.0, 0.0, 0.0, 0.11098732443791763, 0.060488530945278576, 0.24616692259269396, 0.0, 0.24003542343474127, 0.17837985944481644, 0.06557884719576694, 0.0, 0.6719384068521284, 0.38262593380016063, 0.5796205336066977, 1.0538830023245833, 0.23034371041170562, 0.026728318675973136, 0.0]
642;643;Лебедянь;Lipetsk;;"[ 0.          0.69616096  0.          0.          0.09837206  0.
  0.          0.71111382  0.          0.          0.          0.
  0.          0.15349709 -0.          0.47657897 -0.          0.52578651
  0.32169654 -0.         -0.          1.25819127  0.8151556   1.2078554
  2.09850006  0.69224499 -0.         -0.        ]";[0.15163551262369435, 0.6668367263604582, 0.06673317864802061, 0.03445735790536282, 0.15885257861541177, 0.0, 0.08078772807506474, 0.60374314629418, 0.0, 0.016072758353568285, 0.01014078146723042, 0.016072758353568285, 0.0, 0.12476673128173925, 0.0, 0.3489574488373476, 0.0, 0.3637133693297389, 0.4111879673044457, 0.005368957452472375, 0.0, 0.9049288130174559, 0.6082528204747103, 0.9337967065909293, 1.483304164329459, 0.6227956729272546, 0.0, 0.0]
643;644;Уварово;Tambov;Uvarovskiy;"[ 0.          0.69616096  0.          0.          0.09837206  0.
  0.          0.71111382  0.          0.          0.          0.
  0.          0.15349709 -0.          0.47657897 -0.          0.52578651
  0.32169654 -0.         -0.          1.25819127  0.8151556   1.2078554
  2.09850006  0.69224499 -0.         -0.        ]";[0.16623248259493786, 0.6727376768344104, 0.03940043915299262, 0.036077610990679666, 0.1476950881119116, 0.0, 0.05894884337231338, 0.5983795363504691, 0.0, 0.02085753670997028, 0.0, 0.0, 0.0, 0.08462037739354922, 0.07414181799878912, 0.3575952116456665, 0.05090089242529733, 0.3598339823012135, 0.3197603659785546, 0.14603424599056297, 0.013389010364643452, 0.9320003187445128, 0.6116593953914735, 0.8608726985022581, 1.4642427227763473, 0.5234153041774798, 0.11835879258485474, 0.043115778433224304]
644;645;Сасово;Ryazan;Sasovo;"[ 0.          0.63179162  0.          0.          0.33378868  0.
  0.          0.69958878  0.          0.          0.          0.
  0.          0.20134425 -0.          0.47755105 -0.          0.39913659
 -0.         -0.         -0.          1.05692718  0.85319642  0.8522162
  1.8782447  -0.         -0.         -0.        ]";[0.4867036113885494, 0.6548476421016971, 0.04765715714564456, 0.0203441287492071, 0.1588492612913898, 0.0, 0.13791874732075218, 0.33342383748032883, 0.0, 0.0234597074162117, 0.02431097955858355, 0.010748227059112152, 0.0, 0.13215846188635183, 0.08023639380532661, 0.10659654082073283, 0.058997648432026435, 0.10145955948676187, 0.6868041855064403, 0.19669468462323392, 0.1072208928046401, 0.5353129402871861, 0.7181779303191171, 0.7224853201249357, 0.4729607362231287, 0.5225496932075808, 0.026313654420794443, 0.2103051761617479]
645;646;Красновишерск;Perm;Krasnovisherskiy;"[ 0.          0.68875138  0.          0.          0.26707157  0.
  0.          0.67401359  0.          0.          0.          0.
  0.          0.08837027 -0.          0.56074985 -0.          0.54464305
 -0.         -0.         -0.          1.06832783  0.45999592  0.82709888
  2.11307738  0.06183912 -0.         -0.        ]";[0.295364165739039, 0.6649680198339663, 0.04903844278243007, 0.012475557265975898, 0.1928550969752586, 0.0, 0.1389805771009249, 0.46156746350097855, 0.002886572148373754, 0.014745622218026925, 0.01727037455468014, 0.0, 0.0, 0.17326135459597447, 0.09327667008650517, 0.22760154434880242, 0.05304916786522832, 0.24666376194208225, 0.45516081088214344, 0.17657261789254514, 0.08829675931228943, 0.6268972535059228, 0.5099317403607668, 0.7503759850240693, 0.9493873060493975, 0.45785856760683813, 0.12180321284677711, 0.1513077003294423]
646;647;Шацк;Ryazan;;"[ 0.65040277  0.673311    0.          0.          0.14611237  0.
  0.09218664  0.30623738  0.          0.          0.          0.
  0.          0.08585588 -0.         -0.         -0.         -0.
  0.91682006  0.10054582 -0.          0.53867553  0.90988323  0.95492204
  0.16466735  0.6302282  -0.         -0.        ]";[0.4867036113885494, 0.6548476421016971, 0.04765715714564456, 0.0203441287492071, 0.1588492612913898, 0.0, 0.13791874732075218, 0.33342383748032883, 0.0, 0.0234597074162117, 0.02431097955858355, 0.010748227059112152, 0.0, 0.13215846188635183, 0.08023639380532661, 0.10659654082073283, 0.058997648432026435, 0.10145955948676187, 0.6868041855064403, 0.19669468462323392, 0.1072208928046401, 0.5353129402871861, 0.7181779303191171, 0.7224853201249357, 0.4729607362231287, 0.5225496932075808, 0.026313654420794443, 0.2103051761617479]
647;648;Смоленск;Smolensk;Smolenskiy;"[ 0.45502258  0.50060999  0.27556427  0.22320699  0.27224705  0.
  0.28480016  0.424353    0.11725042  0.20280991  0.15154397  0.05862521
  0.         -0.          1.46462219 -0.          1.0241492  -0.
 -0.          2.11808138  1.3091646  -0.         -0.         -0.
 -0.         -0.          2.00621858  1.59875123]";[0.21558069221994092, 0.6476050588552675, 0.0367774417350123, 0.01488046568557089, 0.08524216953257563, 0.0, 0.07625186656480468, 0.587381086153602, 0.007816694786904216, 0.029946272744371703, 0.019893445962237074, 0.003908347393452108, 0.0, 0.06251228685185593, 0.09764147912506015, 0.33901821753435674, 0.06827661356814949, 0.3388793812684507, 0.41541597917564954, 0.20427642452185343, 0.08727764013557553, 0.9190159788375093, 0.6748689844447033, 0.9577835994810374, 1.4795727679803738, 0.6198823932683227, 0.15265374033349594, 0.10658341540011247]
648;649;Дегтярск;Sverdlovsk;;"[ 0.          0.63537696  0.          0.          0.13682098  0.
  0.          0.7599843   0.          0.          0.          0.
  0.          0.10556372 -0.          0.49849075 -0.          0.55560022
  0.28583188 -0.         -0.          1.21840868  0.70286006  1.14180577
  2.05355567  0.66340708 -0.         -0.        ]";[0.08145428137485804, 0.6254137895858735, 0.00916632366411394, 0.005510301586231294, 0.18243348631084783, 0.00193069564796093, 0.051040443849133664, 0.6650760486999077, 0.0050311133282356, 0.026835299688065854, 0.006500244461033475, 0.0, 0.0, 0.11704341875884901, 0.11110905607669028, 0.4074927662756772, 0.07051229231536786, 0.41564060988669144, 0.3271900963145027, 0.1991744286769409, 0.11175786200014648, 0.9186185594202, 0.5924913574708934, 0.9801027069469098, 1.5837670156622896, 0.526420298136845, 0.1505034296476513, 0.10484967008058588]
649;650;Кашира;Moscow Oblast;Kashirskiy;"[ 0.          0.69616096  0.          0.          0.09837206  0.
  0.          0.71111382  0.          0.          0.          0.
  0.          0.15349709 -0.          0.47657897 -0.          0.52578651
  0.32169654 -0.         -0.          1.25819127  0.8151556   1.2078554
  2.09850006  0.69224499 -0.         -0.        ]";[0.2822264806660947, 0.6995024539531512, 0.0, 0.0, 0.07249089555311017, 0.0, 0.07117277128507331, 0.34651667511450274, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2067503623007747, 0.010816996204625184, 0.2553758548924321, 0.017314717098162503, 0.24093120593482342, 0.5695794137953136, 0.20482324126015097, 0.02066165616704293, 0.7915495300462139, 0.7496818772144688, 0.8843768000870225, 1.0760706165055496, 0.6359419629706863, 0.057512766459907286, 0.02471439050208056]
650;651;Лесной;Sverdlovsk;Nizhniy Tura;"[ 0.          0.63537696  0.          0.          0.13682098  0.
  0.          0.7599843   0.          0.          0.          0.
  0.          0.10556372 -0.          0.49849075 -0.          0.55560022
  0.28583188 -0.         -0.          1.21840868  0.70286006  1.14180577
  2.05355567  0.66340708 -0.         -0.        ]";[0.08145428137485804, 0.6254137895858735, 0.00916632366411394, 0.005510301586231294, 0.18243348631084783, 0.00193069564796093, 0.051040443849133664, 0.6650760486999077, 0.0050311133282356, 0.026835299688065854, 0.006500244461033475, 0.0, 0.0, 0.11704341875884901, 0.11110905607669028, 0.4074927662756772, 0.07051229231536786, 0.41564060988669144, 0.3271900963145027, 0.1991744286769409, 0.11175786200014648, 0.9186185594202, 0.5924913574708934, 0.9801027069469098, 1.5837670156622896, 0.526420298136845, 0.1505034296476513, 0.10484967008058588]
651;652;Кисловодск;Stavropol;Kislovodsk;"[ 0.30994406  0.46920479  0.20782622  0.0991583   0.33066494  0.06256192
  0.34155255  0.45863627  0.19831661  0.18768577  0.30075738  0.12512385
  0.0991583   0.08865206 -0.         -0.         -0.          0.13698231
  0.45850998  0.05973519 -0.         -0.         -0.          0.40120226
  0.10079819  0.1443975  -0.         -0.        ]";[0.34334762259665574, 0.5602781945459772, 0.1470637548885447, 0.058654549680389904, 0.2933974870662038, 0.03427640201399086, 0.2524938970479426, 0.43378293971239223, 0.06123120897119774, 0.10935468435282888, 0.1644632660954012, 0.05273524683587275, 0.013339577783801003, 0.19567146329879737, 0.19432028973703055, 0.09911651260672416, 0.05496474966585094, 0.16288617318844162, 0.5612004317132487, 0.13487636177385165, 0.16512947384486468, 0.2928750881120802, 0.2623973010701427, 0.4923869538791369, 0.44690743453926207, 0.47797171915777314, 0.07197436119088568, 0.22777554602369304]
652;653;Микунь;Komi;;"[ 8.31709467e-01  4.69562401e-01  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  2.96260890e-01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  1.23335770e-02 -0.00000000e+00 -0.00000000e+00
 -0.00000000e+00 -0.00000000e+00  7.27683434e-01  6.82167446e-01
 -0.00000000e+00  4.48214137e-01  6.63457524e-01  1.86065283e-04
 -0.00000000e+00  6.49795470e-01  4.59800084e-01 -0.00000000e+00]";[0.3617499249688678, 0.6105744009734038, 0.10781332667777781, 0.10074092639646984, 0.24897986934363897, 0.0, 0.3220667406123855, 0.19990939826824938, 0.0, 0.0, 0.06568052792368725, 0.016525492037084845, 0.0, 0.1907529856077503, 0.15061082192820288, 0.15864190803148698, 0.08619577725001507, 0.07245584144081563, 0.2424081176422455, 0.31074436128761046, 0.07845655436295773, 0.34560094520708595, 0.42210446892001424, 0.3543257920953423, 0.4677101632784014, 0.18799845323740266, 0.1557987766065466, 0.43041710709990727]
653;654;Иланский;Krasnoyarsk;;"[ 0.          0.78372454  0.          0.          0.          0.
  0.          0.62110857  0.          0.          0.          0.
  0.          0.16510906 -0.          0.47307992 -0.          0.41073916
  0.10864152 -0.         -0.          1.25767946  0.88711134  1.09009865
  2.0688007   0.46965726 -0.         -0.        ]";[0.5489490921524983, 0.6316607840045212, 0.10622752636088768, 0.04165013977719606, 0.10463014427499233, 0.004761411831107688, 0.12996972504829052, 0.18321698855929225, 0.010003530307659552, 0.008549526995155115, 0.021021824032056657, 0.009522823662215376, 0.0, 0.07740027411208812, 0.10478650280642235, 0.1008926907427949, 0.07404362042793201, 0.10678778095044514, 0.5050066659648633, 0.23763907790982577, 0.09155829520241783, 0.41743706963278554, 0.47689628739703654, 0.3987247745980743, 0.4398501036050262, 0.40985263032607017, 0.14767933726101837, 0.23691911274099944]
654;655;Лесосибирск;Krasnoyarsk;Lesosibirsk;"[ 0.76955658  0.63857863  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.         -0.         -0.         -0.         -0.         -0.
  0.91395652  0.42038045 -0.          0.47203771  0.77770141  0.28130447
 -0.          0.69958595  0.0869699  -0.        ]";[0.5489490921524983, 0.6316607840045212, 0.10622752636088768, 0.04165013977719606, 0.10463014427499233, 0.004761411831107688, 0.12996972504829052, 0.18321698855929225, 0.010003530307659552, 0.008549526995155115, 0.021021824032056657, 0.009522823662215376, 0.0, 0.07740027411208812, 0.10478650280642235, 0.1008926907427949, 0.07404362042793201, 0.10678778095044514, 0.5050066659648633, 0.23763907790982577, 0.09155829520241783, 0.41743706963278554, 0.47689628739703654, 0.3987247745980743, 0.4398501036050262, 0.40985263032607017, 0.14767933726101837, 0.23691911274099944]
655;656;Ревда;Sverdlovsk;Revda;"[ 0.          0.63537696  0.          0.          0.13682098  0.
  0.          0.7599843   0.          0.          0.          0.
  0.          0.10556372 -0.          0.49849075 -0.          0.55560022
  0.28583188 -0.         -0.          1.21840868  0.70286006  1.14180577
  2.05355567  0.66340708 -0.         -0.        ]";[0.08145428137485804, 0.6254137895858735, 0.00916632366411394, 0.005510301586231294, 0.18243348631084783, 0.00193069564796093, 0.051040443849133664, 0.6650760486999077, 0.0050311133282356, 0.026835299688065854, 0.006500244461033475, 0.0, 0.0, 0.11704341875884901, 0.11110905607669028, 0.4074927662756772, 0.07051229231536786, 0.41564060988669144, 0.3271900963145027, 0.1991744286769409, 0.11175786200014648, 0.9186185594202, 0.5924913574708934, 0.9801027069469098, 1.5837670156622896, 0.526420298136845, 0.1505034296476513, 0.10484967008058588]
656;657;Острогожск;Voronezh;;"[ 0.58611105  0.60132376  0.          0.          0.35289264  0.
  0.3648877   0.          0.          0.          0.19289202  0.
  0.          0.6931257  -0.         -0.         -0.         -0.
  0.92958609  0.68517046 -0.         -0.          0.61231096  0.47861077
 -0.          0.23450635  0.08891151 -0.        ]";[0.25057434441241944, 0.6277373955891999, 0.05067122624178755, 0.026096614622341315, 0.24029994759258475, 0.013189537779550157, 0.15436916124985184, 0.4969459728467137, 0.01489296748208101, 0.023901959392276687, 0.06135501385325075, 0.01489296748208101, 0.0, 0.23858512266293638, 0.17288329463102187, 0.24945751321552406, 0.05939576269853684, 0.25572527266357187, 0.5086376516489503, 0.16579655330899298, 0.16169668083012567, 0.6794485703337241, 0.647650880879773, 0.8228182081416533, 1.0692211600180164, 0.4841315098201872, 0.07082054556473152, 0.21771272262723246]
657;658;Зеленокумск;Stavropol;Sovetskiy;"[ 0.36463819  0.57141124  0.17806177  0.          0.21528771  0.
  0.29197474  0.56490136  0.07668703  0.07668703  0.21528771  0.
  0.          0.17839688 -0.         -0.         -0.          0.27502128
  0.8142952  -0.         -0.          0.32773009  0.07541248  0.29577325
  0.07792887  0.94450497 -0.         -0.        ]";[0.34334762259665574, 0.5602781945459772, 0.1470637548885447, 0.058654549680389904, 0.2933974870662038, 0.03427640201399086, 0.2524938970479426, 0.43378293971239223, 0.06123120897119774, 0.10935468435282888, 0.1644632660954012, 0.05273524683587275, 0.013339577783801003, 0.19567146329879737, 0.19432028973703055, 0.09911651260672416, 0.05496474966585094, 0.16288617318844162, 0.5612004317132487, 0.13487636177385165, 0.16512947384486468, 0.2928750881120802, 0.2623973010701427, 0.4923869538791369, 0.44690743453926207, 0.47797171915777314, 0.07197436119088568, 0.22777554602369304]
658;659;Соликамск;Perm;;"[ 0.61739757  0.71652595  0.11942099  0.          0.11942099  0.
  0.27728696  0.          0.          0.          0.          0.
  0.          0.18707371 -0.         -0.         -0.         -0.
  0.98053103  0.7314941  -0.         -0.          0.08488163 -0.
 -0.          0.6946376   0.50352302 -0.        ]";[0.295364165739039, 0.6649680198339663, 0.04903844278243007, 0.012475557265975898, 0.1928550969752586, 0.0, 0.1389805771009249, 0.46156746350097855, 0.002886572148373754, 0.014745622218026925, 0.01727037455468014, 0.0, 0.0, 0.17326135459597447, 0.09327667008650517, 0.22760154434880242, 0.05304916786522832, 0.24666376194208225, 0.45516081088214344, 0.17657261789254514, 0.08829675931228943, 0.6268972535059228, 0.5099317403607668, 0.7503759850240693, 0.9493873060493975, 0.45785856760683813, 0.12180321284677711, 0.1513077003294423]
659;660;Сураж;Bryansk;;"[ 0.          0.69616096  0.          0.          0.09837206  0.
  0.          0.71111382  0.          0.          0.          0.
  0.          0.15349709 -0.          0.47657897 -0.          0.52578651
  0.32169654 -0.         -0.          1.25819127  0.8151556   1.2078554
  2.09850006  0.69224499 -0.         -0.        ]";[0.3861942053062064, 0.705016910860762, 0.0, 0.0, 0.04372091736651413, 0.0, 0.054654589674261816, 0.3160505846246833, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16850040959826687, 0.0, 0.21181287421047532, 0.0, 0.233682893000098, 0.7385082448230759, 0.2249282126221548, 0.0, 0.8106212543292516, 0.8293206123761129, 0.9252127346235741, 0.9326666927503202, 0.7927133124959024, 0.0, 0.0]
660;661;Синяя Осока;Ivanovo;Teykovsky District;"[ 0.          0.75944727  0.          0.          0.          0.
  0.          0.65056887  0.          0.          0.          0.
  0.          0.11403389 -0.          0.50182079 -0.          0.45696605
  0.03070165 -0.         -0.          1.34601005  0.83436015  1.01272246
  2.06056283  0.50281188 -0.         -0.        ]";[0.1522930589171153, 0.6763632146750463, 0.02947683664232425, 0.02692923005187144, 0.17718990413237404, 0.003937445461635425, 0.06928181130538984, 0.5846913338887414, 0.0, 0.01741612532946235, 0.01499125235869101, 0.003937445461635425, 0.0, 0.14668540156216367, 0.06949879473866982, 0.3581812087163921, 0.04596419643540194, 0.3357048320105013, 0.3324728298540477, 0.11025170132724099, 0.07353863795360044, 0.9300249014072999, 0.7046206959422484, 0.9203568861740011, 1.4742720175165709, 0.4850498456081735, 0.04806309628960079, 0.09695852692018317]
661;662;Краснокаменск;Zabaykalsky;Krasnokamensky District;"[ 0.          0.          0.          0.          0.          0.
  0.          1.          0.          0.          0.          0.
  0.         -0.         -0.          0.32528384  0.19659073  0.69463146
 -0.         -0.         -0.          0.8072081  -0.          0.44571601
  1.62249502  0.56483501 -0.         -0.        ]";[0.0, 0.09221031115523913, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8233976832990179, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08565393103420475, 0.19163189567790484, 0.24241188239101333, 0.1725920310441246, 0.5181198484022469, 0.009347923902875538, 0.2343812514823962, 0.19602391025060426, 0.6345114610717493, 0.12606060180126874, 0.31836858099174714, 1.1777142733017598, 0.40345357584184816, 0.054494451352852816, 0.1368141604888075]
662;663;Иловля;Volgograd;;"[ 0.          0.67528913  0.          0.          0.26054753  0.
  0.          0.68999969  0.          0.          0.          0.
  0.          0.21154697 -0.          0.46606329 -0.          0.42802889
  0.37021598 -0.         -0.          1.00572391  0.72256688  1.10931433
  1.78109265  0.51578362 -0.         -0.        ]";[0.1572036700145179, 0.6350934704360623, 0.051742240618143046, 0.02217239273466455, 0.24482362056418516, 0.005937496736204603, 0.07591292786544745, 0.5864420815122925, 0.02446682863835242, 0.060290050066227244, 0.03999082874705048, 0.009167253367714791, 0.004052972051873583, 0.1482774572052051, 0.12260861248079331, 0.321038374198386, 0.049304764738580274, 0.319645966575175, 0.3919422877017042, 0.15080027889464903, 0.10034192079061945, 0.78173011191301, 0.5572053720006109, 0.8293896110108413, 1.286694448861915, 0.48827289538334884, 0.10633632499880027, 0.07606252699534716]
663;664;Димитровград;Ulyanovsk;;"[ 0.          0.6393505   0.          0.          0.31221052  0.
  0.          0.68969237  0.          0.13446175  0.          0.
  0.          0.00239248 -0.          0.43188562 -0.          0.43169023
  0.1207888  -0.         -0.          1.0495227   0.40506372  0.70504912
  1.71281165  0.47653972 -0.         -0.        ]";[0.0, 0.6340108398070654, 0.0, 0.0, 0.3099100037339254, 0.0, 0.0, 0.7019697466481205, 0.0, 0.06723087536835494, 0.0, 0.0, 0.0, 0.0674339120781375, 0.0, 0.4587112717532619, 0.0, 0.4072245091264949, 0.09633845897481626, 0.0, 0.0, 1.0345774369968925, 0.5773492705181774, 0.7766776479935735, 1.7606226410434687, 0.30809916823740857, 0.0, 0.0]
664;665;Хасавюрт;Dagestan;Khasavyurt;"[ 0.          0.66313068  0.          0.          0.          0.
  0.          0.74850364  0.          0.          0.          0.
  0.          0.045294   -0.          0.52981692 -0.          0.54235478
  0.14577767 -0.         -0.          1.41848925  0.82354499  1.10358038
  2.31019359  0.690728   -0.         -0.        ]";[0.05941319317444701, 0.6147479938004147, 0.03093514470816664, 0.0, 0.18853784271622936, 0.0, 0.09385275622597745, 0.6563101184141332, 0.0, 0.05505882978022003, 0.047762604697946, 0.03093514470816664, 0.013323041646415549, 0.14466733969769835, 0.0, 0.3771320891911636, 0.019648086925106008, 0.4377161698471578, 0.36224569966653924, 0.05444936207100544, 0.0, 0.9896671360254686, 0.5524542821706365, 0.8987010940840342, 1.7126641472396273, 0.6483821685505659, 0.0, 0.0]
665;666;Кодинск;Krasnoyarsk;Kezhemsky District;"[ 0.76476996  0.64430342  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.         -0.         -0.         -0.         -0.         -0.
  0.55399069  0.147008   -0.          0.46928085  0.59553122  0.57618035
 -0.          0.40504327 -0.         -0.        ]";[0.5489490921524983, 0.6316607840045212, 0.10622752636088768, 0.04165013977719606, 0.10463014427499233, 0.004761411831107688, 0.12996972504829052, 0.18321698855929225, 0.010003530307659552, 0.008549526995155115, 0.021021824032056657, 0.009522823662215376, 0.0, 0.07740027411208812, 0.10478650280642235, 0.1008926907427949, 0.07404362042793201, 0.10678778095044514, 0.5050066659648633, 0.23763907790982577, 0.09155829520241783, 0.41743706963278554, 0.47689628739703654, 0.3987247745980743, 0.4398501036050262, 0.40985263032607017, 0.14767933726101837, 0.23691911274099944]
666;667;Елец;Lipetsk;;"[ 0.54762702  0.59024579  0.24211363  0.07637835  0.19743516  0.
  0.25372338  0.42884226  0.          0.          0.          0.
  0.         -0.         -0.          0.04182864 -0.          0.08227613
  0.80378398 -0.         -0.          0.18788576  0.22456351  0.43051285
  0.285096    0.70427366 -0.         -0.        ]";[0.15163551262369435, 0.6668367263604582, 0.06673317864802061, 0.03445735790536282, 0.15885257861541177, 0.0, 0.08078772807506474, 0.60374314629418, 0.0, 0.016072758353568285, 0.01014078146723042, 0.016072758353568285, 0.0, 0.12476673128173925, 0.0, 0.3489574488373476, 0.0, 0.3637133693297389, 0.4111879673044457, 0.005368957452472375, 0.0, 0.9049288130174559, 0.6082528204747103, 0.9337967065909293, 1.483304164329459, 0.6227956729272546, 0.0, 0.0]
667;668;Североуральск;Sverdlovsk;Severoural'sk;"[ 0.          0.63537696  0.          0.          0.13682098  0.
  0.          0.7599843   0.          0.          0.          0.
  0.          0.10556372 -0.          0.49849075 -0.          0.55560022
  0.28583188 -0.         -0.          1.21840868  0.70286006  1.14180577
  2.05355567  0.66340708 -0.         -0.        ]";[0.08145428137485804, 0.6254137895858735, 0.00916632366411394, 0.005510301586231294, 0.18243348631084783, 0.00193069564796093, 0.051040443849133664, 0.6650760486999077, 0.0050311133282356, 0.026835299688065854, 0.006500244461033475, 0.0, 0.0, 0.11704341875884901, 0.11110905607669028, 0.4074927662756772, 0.07051229231536786, 0.41564060988669144, 0.3271900963145027, 0.1991744286769409, 0.11175786200014648, 0.9186185594202, 0.5924913574708934, 0.9801027069469098, 1.5837670156622896, 0.526420298136845, 0.1505034296476513, 0.10484967008058588]
668;669;Касли;Chelyabinsk;;"[ 0.49481064  0.6632284   0.11095823  0.          0.11095823  0.
  0.11095823  0.5275939   0.          0.          0.          0.
  0.         -0.         -0.          0.05319922 -0.          0.15014112
  0.88049177 -0.         -0.          0.56978646  0.58058622  0.92383577
  0.40575203  0.83842481 -0.         -0.        ]";[0.1823729432577132, 0.6548851078745886, 0.016543893418728303, 0.04733672766807138, 0.08279676927521813, 0.0025467790843409846, 0.06966467324307281, 0.5931577762199215, 0.0, 0.03744870578288647, 0.0, 0.0, 0.0, 0.07071962637742188, 0.11762659141695087, 0.33356700798508776, 0.07403963212469752, 0.3816213589517299, 0.3538170607233929, 0.21085106452088417, 0.08997152630512525, 0.8745017646425093, 0.5299288590766038, 0.8682014438925009, 1.395162225859887, 0.5856065204520008, 0.14472163324211074, 0.11988406092305907]
669;670;Выборг;Leningrad;;"[ 0.78976877  0.53568136  0.          0.          0.          0.
  0.29884907  0.          0.          0.          0.          0.
  0.          0.17266258 -0.         -0.         -0.         -0.
  0.95162164  0.69640346 -0.          0.35163857  0.79177053  0.33771359
 -0.          0.69102893  0.3613301  -0.        ]";[0.5308776788387998, 0.5748707742363319, 0.03290310309397714, 0.0, 0.11372147045303076, 0.0, 0.26358798414467277, 0.12643847017399049, 0.0, 0.0, 0.03619030902123398, 0.006762779114260201, 0.0, 0.24978582329844642, 0.00392616713262326, 0.0761644711727637, 0.04670870631614258, 0.06532843049412007, 0.606852298921356, 0.43560418430607156, 0.0205249063276933, 0.3533196876293241, 0.5558691469434801, 0.42912473592052713, 0.39765351067625093, 0.4217381164331146, 0.24802911770840982, 0.047490266661003575]
670;671;Чернушка;Perm;;"[ 0.37397357  0.51915327  0.09822399  0.          0.25390532  0.
  0.39289594  0.54559385  0.          0.          0.25390532  0.
  0.          0.41797191 -0.         -0.         -0.          0.4001454
  0.79481509 -0.         -0.          0.37931435  0.22251373  0.74280974
  0.51674742  0.77058582 -0.         -0.        ]";[0.295364165739039, 0.6649680198339663, 0.04903844278243007, 0.012475557265975898, 0.1928550969752586, 0.0, 0.1389805771009249, 0.46156746350097855, 0.002886572148373754, 0.014745622218026925, 0.01727037455468014, 0.0, 0.0, 0.17326135459597447, 0.09327667008650517, 0.22760154434880242, 0.05304916786522832, 0.24666376194208225, 0.45516081088214344, 0.17657261789254514, 0.08829675931228943, 0.6268972535059228, 0.5099317403607668, 0.7503759850240693, 0.9493873060493975, 0.45785856760683813, 0.12180321284677711, 0.1513077003294423]
671;672;Мценск;Oryol;OrlovskiyDistrict;"[ 0.62845397  0.65639184  0.08921335  0.          0.          0.
  0.08921335  0.39784082  0.          0.          0.          0.
  0.         -0.         -0.          0.01438714 -0.         -0.
  0.84663438 -0.         -0.          0.59974383  0.78444391  0.98581245
  0.36489479  0.75497479 -0.         -0.        ]";[0.1545750318693542, 0.6593207615888751, 0.049334428698465584, 0.017903362709347077, 0.13802721002679744, 0.0, 0.0557786732156051, 0.613762753974734, 0.02513054671173404, 0.026855044064020617, 0.03991941087299713, 0.008951681354673538, 0.0, 0.1557960769226236, 0.0, 0.33921703339048076, 0.0, 0.3910492509415944, 0.45871016156094185, 0.0, 0.0, 0.9464816593333775, 0.6798872600482095, 1.083386200215111, 1.541330273757932, 0.6328567935865191, 0.0, 0.0]
